user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Sakinaw_120m_May2011_bin.59	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007280875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__QYOJ01 sp007280875	77.99	0.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__QYOJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382125.1, s__QYOJ01 sp014382125, 95.0, 76.8, 0.17	91.84	11	0.9386846416245915	N/A
Sakinaw_120m_May2011_bin.6	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	80.8	11	0.8390528466968841	N/A
Sakinaw_120m_May2011_bin.60	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__SG8-4;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.74	11	0.9212759382137293	N/A
Sakinaw_120m_May2011_bin.61	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__JACNFS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014384515.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__JACNFS01;s__JACNFS01 sp014384515	93.89	0.74	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	80.78	11	0.9828655445184563	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Sakinaw_120m_May2011_bin.62	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-38-69;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001803205.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-38-69;g__GWF2-38-69;s__GWF2-38-69 sp001803205	75.36	0.02	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	80.94	11	0.7575828803564375	N/A
Sakinaw_120m_May2011_bin.63	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903843285.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__CAIMPC01;s__CAIMPC01 sp903843285	76.5	0.06	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.86	11	0.8324579032403838	N/A
Sakinaw_120m_May2011_bin.64	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.11	11	0.8101679916337002	N/A
Sakinaw_120m_May2011_bin.65	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__UBA12409;s__	N/A	N/A	N/A	N/A	N/A	GCA_000991575.1	95.0	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__UBA12409;s__UBA12409 sp000991575	77.39	0.3	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	72.64	11	0.9224614019109486	N/A
Sakinaw_120m_May2011_bin.68	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__RBG-13-46-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	70.4	11	0.7712142726518249	N/A
Sakinaw_120m_May2011_bin.69	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__QWOQ01;s__QWOQ01 sp003669585	GCA_003669585.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__QWOQ01;s__QWOQ01 sp003669585	98.98	0.99	GCA_003669585.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__QWOQ01;s__QWOQ01 sp003669585	98.98	0.99	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.75	11	N/A	N/A
Sakinaw_120m_May2011_bin.7	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__UBA11705;g__JABMRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013202715.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__UBA11705;g__JABMRF01;s__JABMRF01 sp013202715	77.08	0.14	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA11705;f__UBA11705;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.24	11	0.8730844331387178	N/A
Sakinaw_120m_May2011_bin.70	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.89	11	0.8116945914245075	N/A
Sakinaw_120m_May2011_bin.71	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__20-14-0-20-35-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.82	11	0.918104733929212	N/A
Sakinaw_120m_May2011_bin.74	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.46	0.88	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.46	0.88	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 86.73, 0.62; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 86.72, 0.49; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.36, 0.12	77.13	11	N/A	N/A
Sakinaw_120m_May2011_bin.76	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.91	0.15	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.22	11	0.8370879264391795	N/A
Sakinaw_120m_May2011_bin.77	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	N/A	N/A	N/A	N/A	N/A	GCA_003249785.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__UBA2284 sp003249785	78.85	0.42	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	taxonomic classification defined by topology and ANI	N/A	GCA_006226985.1, s__UBA2284 sp006226985, 95.0, 78.72, 0.25; GCA_002839095.1, s__UBA2284 sp002839095, 95.0, 77.88, 0.27; GCA_002345705.1, s__UBA2284 sp002345705, 95.0, 77.74, 0.23; GCA_003518475.1, s__UBA2284 sp003518475, 95.0, 77.62, 0.16; GCA_002418725.1, s__UBA2284 sp002418725, 95.0, 77.29, 0.14; GCA_001830045.1, s__UBA2284 sp001830045, 95.0, 76.97, 0.17; GCA_002424575.1, s__UBA2284 sp002424575, 95.0, 76.9, 0.11; GCA_003605085.1, s__UBA2284 sp003605085, 95.0, 76.37, 0.12; GCA_002422045.1, s__UBA2284 sp002422045, 95.0, 76.06, 0.07	89.16	11	0.9763441444403417	N/A
Sakinaw_120m_May2011_bin.79	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014360385.1	95.0	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__JACIXO01;s__JACIXO01 sp014360385	75.65	0.04	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	70.08	11	0.8184505538465845	N/A
Sakinaw_120m_May2011_bin.80	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	71.23	11	0.6376249422153479	N/A
Sakinaw_120m_May2011_bin.82	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	GCA_002737405.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	97.99	0.92	GCA_002737405.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp002737405	97.99	0.92	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003670915.1, s__BAIKAL-G1-2R sp003670915, 95.0, 78.19, 0.16; GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 78.05, 0.16; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 77.14, 0.19	78.62	11	N/A	N/A
Sakinaw_120m_May2011_bin.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CG2-30-32-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.46	11	0.8266322836654015	N/A
Sakinaw_120m_May2011_bin.85	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	74.99	11	0.8679232519720191	N/A
Sakinaw_120m_May2011_bin.86	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002690375.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__ARS1013;s__ARS1013 sp002690375	75.46	0.04	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.3	11	0.8121899937028985	N/A
Sakinaw_120m_May2011_bin.9	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	59.48	11	0.8590705573815631	N/A
Sakinaw_120m_May2011_bin.90	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__RBG-13-46-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	63.27	11	0.7856696271759653	N/A
Sakinaw_120m_May2011_bin.91	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013202935.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__JABMRG01;s__JABMRG01 sp013202935	76.87	0.07	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__JABMRG01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.53	11	0.8247115612915533	N/A
Sakinaw_120m_May2011_bin.92	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	68.25	11	0.9435117274053976	N/A
Sakinaw_120m_May2011_bin.93	d__Bacteria;p__Patescibacteria;c__UBA1384;o__CAILIB01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903834195.1	95.0	d__Bacteria;p__Patescibacteria;c__UBA1384;o__CAILIB01;f__CAILIB01;g__CAILIB01;s__CAILIB01 sp903834195	82.67	0.01	d__Bacteria;p__Patescibacteria;c__UBA1384;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.25	11	0.6558337293962824	N/A
sak_2010_1_5_120m_metaG_bin.10	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.86	0.93	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.65	11	0.9887479550258189	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_120m_metaG_bin.11	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.73	0.91	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	99.73	0.91	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.26	11	N/A	N/A
sak_2010_1_5_120m_metaG_bin.13	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.78	11	0.869025185965611	N/A
sak_2010_1_5_120m_metaG_bin.15	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795315.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__9FT-COMBO-48-23;s__9FT-COMBO-48-23 sp001795315	86.62	0.91	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.5	11	0.9451536389473703	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2010_1_5_120m_metaG_bin.16	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA1558;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	67.86	11	0.6393971443645521	N/A
sak_2010_1_5_120m_metaG_bin.17	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003644505.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__B134-G9 sp003644505	76.96	0.05	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.15	11	0.9016135148479025	N/A
sak_2010_1_5_120m_metaG_bin.19	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.35	0.88	GCA_000404785.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	99.35	0.88	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 85.99, 0.63; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 85.4, 0.4; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 77.36, 0.15	68.27	11	N/A	N/A
sak_2010_1_5_120m_metaG_bin.2	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002690375.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__ARS1013;g__ARS1013;s__ARS1013 sp002690375	76.9	0.06	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.87	11	0.8128438618388063	N/A
sak_2010_1_5_120m_metaG_bin.21	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.82	0.71	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.82	0.71	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.87	11	N/A	N/A
sak_2010_1_5_120m_metaG_bin.3	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003545155.1	95.0	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__UBA9294;s__UBA9294 sp003545155	77.14	0.08	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.22	11	0.8191804949726893	N/A
sak_2010_1_5_120m_metaG_bin.4	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012520735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	76.63	0.02	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	62.18	11	0.822065200803647	N/A
sak_2010_1_5_120m_metaG_bin.5	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.72	0.66	GCA_003670915.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__BAIKAL-G1-2R sp003670915	96.72	0.66	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__BAIKAL-G1-2R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903877395.1, s__BAIKAL-G1-2R sp903877395, 95.0, 91.61, 0.74; GCA_002737405.1, s__BAIKAL-G1-2R sp002737405, 95.0, 81.71, 0.24; GCA_003670865.1, s__BAIKAL-G1-2R sp003670865, 95.0, 76.79, 0.13	71.89	11	N/A	N/A
sak_2010_1_5_120m_metaG_bin.7	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	87.77	11	0.6992536682477007	N/A
sak_2010_1_5_120m_metaG_bin.8	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	60.17	11	0.7399563007533889	N/A
sak_2010_1_5_120m_metaG_bin.9	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.62	11	0.9438941778229736	N/A
sak_2010_1_5_45m_metaG_bin.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__	N/A	N/A	N/A	N/A	N/A	GCA_903923535.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__XYD1-FULL-39-28 sp903923535	77.54	0.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011330845.1, s__XYD1-FULL-39-28 sp011330845, 95.0, 77.24, 0.16; GCA_903845295.1, s__XYD1-FULL-39-28 sp903845295, 95.0, 77.23, 0.22; GCA_903885445.1, s__XYD1-FULL-39-28 sp903885445, 95.0, 77.1, 0.22; GCA_903839895.1, s__XYD1-FULL-39-28 sp903839895, 95.0, 77.08, 0.16; GCA_903928565.1, s__XYD1-FULL-39-28 sp903928565, 95.0, 77.01, 0.18; GCA_001822065.1, s__XYD1-FULL-39-28 sp001822065, 95.0, 76.97, 0.2; GCA_001822095.1, s__XYD1-FULL-39-28 sp001822095, 95.0, 76.66, 0.15; GCA_903831095.1, s__XYD1-FULL-39-28 sp903831095, 95.0, 76.63, 0.15; GCA_903835075.1, s__XYD1-FULL-39-28 sp903835075, 95.0, 76.5, 0.2	62.18	11	0.9591939472583487	N/A
sak_2010_1_5_45m_metaG_bin.10	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.06	11	0.8865528253016184	N/A
