user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2013_06_06_40m_metaG_bin.18	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.91	0.21	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.76, 0.35; GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 77.69, 0.36; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.96, 0.26; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.84, 0.07; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.39, 0.1	77.51	11	0.9454055187276149	N/A
sak_2013_06_06_40m_metaG_bin.19	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.96	11	0.9132988813364135	N/A
sak_2013_06_06_40m_metaG_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__	N/A	N/A	N/A	N/A	N/A	GCA_903888515.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__UBA1315 sp903888515	82.38	0.5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903934285.1, s__UBA1315 sp903934285, 95.0, 79.54, 0.33; GCA_003820635.1, s__UBA1315 sp003820635, 95.0, 79.49, 0.4; GCA_903826205.1, s__UBA1315 sp903826205, 95.0, 79.31, 0.3; GCA_903906515.1, s__UBA1315 sp903906515, 95.0, 79.09, 0.33; GCA_903930425.1, s__UBA1315 sp903930425, 95.0, 79.01, 0.42; GCA_903919975.1, s__UBA1315 sp903919975, 95.0, 78.85, 0.33; GCA_903827375.1, s__UBA1315 sp903827375, 95.0, 78.67, 0.25; GCA_903908495.1, s__UBA1315 sp903908495, 95.0, 78.66, 0.27; GCA_903875675.1, s__UBA1315 sp903875675, 95.0, 78.57, 0.24; GCA_903909905.1, s__UBA1315 sp903909905, 95.0, 78.15, 0.31; GCA_008932935.1, s__UBA1315 sp008932935, 95.0, 77.93, 0.33; GCA_007126655.1, s__UBA1315 sp007126655, 95.0, 77.72, 0.17; GCA_008932955.1, s__UBA1315 sp008932955, 95.0, 77.66, 0.32; GCA_005787565.1, s__UBA1315 sp005787565, 95.0, 77.08, 0.17; GCA_009885905.1, s__UBA1315 sp009885905, 95.0, 76.92, 0.12; GCA_903837825.1, s__UBA1315 sp903837825, 95.0, 76.88, 0.15; GCA_002307065.1, s__UBA1315 sp002307065, 95.0, 76.82, 0.14; GCA_014379305.1, s__UBA1315 sp014379305, 95.0, 76.42, 0.1; GCA_012032235.1, s__UBA1315 sp012032235, 95.0, 76.3, 0.08; GCA_004294095.1, s__UBA1315 sp004294095, 95.0, 75.95, 0.08	89.06	11	0.9729513731359448	N/A
sak_2013_06_06_40m_metaG_bin.22	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.57	0.89	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	77.8	11	0.9898761189245948	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_40m_metaG_bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	96.4	0.79	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	96.4	0.79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903930145.1, s__Methyloumidiphilus sp903930145, 95.0, 79.6, 0.44; GCA_903911305.1, s__Methyloumidiphilus sp903911305, 95.0, 79.55, 0.42; GCA_003242955.1, s__Methyloumidiphilus alinensis, 95.0, 79.53, 0.44; GCA_903859815.1, s__Methyloumidiphilus sp903859815, 95.0, 79.24, 0.44; GCA_903934875.1, s__Methyloumidiphilus sp903934875, 95.0, 79.1, 0.43	72.46	11	N/A	N/A
sak_2013_06_06_40m_metaG_bin.9	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	87.79	0.72	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 84.15, 0.58; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.86, 0.61; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 77.86, 0.24	91.68	11	0.9717199196452658	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_50m_metaG_bin.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	ANI	N/A	GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 83.0, 0.62; GCA_903862845.1, s__CAIXSE01 sp903862845, 95.0, 81.65, 0.59; GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 81.64, 0.56; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 81.53, 0.51; GCA_012719015.1, s__CAIXSE01 sp012719015, 95.0, 81.33, 0.58; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 79.96, 0.42	89.32	11	0.9149448130003514	N/A
sak_2013_06_06_50m_metaG_bin.10	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.13	11	0.9435487116524275	N/A
sak_2013_06_06_50m_metaG_bin.20	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__	ANI	N/A	GCA_000404785.1, s__JGIOTU-2 sp000404785, 95.0, 80.9, 0.56; GCA_014382685.1, s__JGIOTU-2 sp014382685, 95.0, 80.78, 0.52; GCA_002049945.1, s__JGIOTU-2 sp002049945, 95.0, 80.1, 0.41; GCA_011043895.1, s__JGIOTU-2 sp011043895, 95.0, 76.77, 0.11	61.03	11	0.9287994846054123	N/A
sak_2013_06_06_50m_metaG_bin.25	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.95	0.88	GCA_007280145.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__QYPU01;s__QYPU01 sp007280145	98.95	0.88	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5620;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.58	11	N/A	N/A
sak_2013_06_06_50m_metaG_bin.28	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__UBA2258;s__	N/A	N/A	N/A	N/A	N/A	GCA_903908785.1	95.0	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__UBA2258;s__UBA2258 sp903908785	83.4	0.6	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__UBA2258;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002347155.1, s__UBA2258 sp002347155, 95.0, 80.08, 0.47	84.28	11	0.972508402455294	N/A
sak_2013_06_06_50m_metaG_bin.29	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003645845.1	95.0	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__B118-G9 sp003645845	77.31	0.21	d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__B118-G9;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011046365.1, s__B118-G9 sp011046365, 95.0, 76.66, 0.17	81.18	11	0.8980036999026518	N/A
sak_2013_06_06_50m_metaG_bin.30	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__JACNIU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014382905.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__JACNIU01;s__JACNIU01 sp014382905	78.23	0.32	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__JACNIU01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_014382715.1, s__JACNIU01 sp014382715, 95.0, 77.0, 0.18; GCA_011051075.1, s__JACNIU01 sp011051075, 95.0, 76.87, 0.17	76.14	11	0.9113132389504163	N/A
sak_2013_06_06_50m_metaG_bin.31	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__	N/A	N/A	N/A	N/A	N/A	GCA_002327865.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__UBA2210;s__UBA2210 sp002327865	78.09	0.37	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2210;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.76	11	0.8958040484069342	N/A
sak_2013_06_06_50m_metaG_bin.34	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002071695.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__MWDR01;s__MWDR01 sp002071695	76.99	0.21	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.39	11	0.8166224420279622	N/A
sak_2013_06_06_50m_metaG_bin.44	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	98.65	0.83	GCA_000493965.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__Aminicenans sakinawicola	98.65	0.83	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.53	11	N/A	N/A
sak_2013_06_06_50m_metaG_bin.45	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__	N/A	N/A	N/A	N/A	N/A	GCA_903825415.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__C7867-002 sp903825415	76.62	0.07	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903876465.1, s__C7867-002 sp903876465, 95.0, 81.62, 0.04; GCA_903872035.1, s__C7867-002 sp903872035, 95.0, 80.29, 0.02; GCA_001821055.1, s__C7867-002 sp001821055, 95.0, 79.83, 0.07; GCA_903900935.1, s__C7867-002 sp903900935, 95.0, 79.66, 0.03; GCA_903902315.1, s__C7867-002 sp903902315, 95.0, 79.56, 0.04; GCA_903839725.1, s__C7867-002 sp903839725, 95.0, 79.46, 0.03; GCA_003170325.1, s__C7867-002 sp003170325, 95.0, 79.43, 0.04; GCA_903846945.1, s__C7867-002 sp903846945, 95.0, 79.23, 0.05; GCA_903842025.1, s__C7867-002 sp903842025, 95.0, 79.14, 0.05; GCA_903868845.1, s__C7867-002 sp903868845, 95.0, 79.02, 0.03; GCA_002413065.1, s__C7867-002 sp002413065, 95.0, 78.31, 0.06; GCA_903864905.1, s__C7867-002 sp903864905, 95.0, 77.89, 0.06; GCA_903870315.1, s__C7867-002 sp903870315, 95.0, 77.65, 0.06; GCA_001189105.1, s__C7867-002 sp001189105, 95.0, 77.0, 0.04; GCA_903870235.1, s__C7867-002 sp903870235, 95.0, 76.54, 0.03; GCA_903905325.1, s__C7867-002 sp903905325, 95.0, 76.29, 0.05; GCA_903826185.1, s__C7867-002 sp903826185, 95.0, 76.02, 0.03; GCA_903837075.1, s__C7867-002 sp903837075, 95.0, 75.58, 0.04; GCA_001822575.1, s__C7867-002 sp001822575, 95.0, 74.68, 0.02	65.89	11	0.9230737717648586	N/A
sak_2013_06_06_50m_metaG_bin.5	d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001783065.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__2-12-FULL-43-12;s__2-12-FULL-43-12 sp001783065	75.61	0.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.47	11	0.8334544772860414	N/A
sak_2013_06_06_60m_metaG_bin.1	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.78	0.93	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.02	11	0.9892761965352376	Genome has more than 10.0% of markers with multiple hits
sak_2013_06_06_60m_metaG_bin.11	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.42	11	0.8661115949300019	N/A
sak_2013_06_06_60m_metaG_bin.17	d__Bacteria;p__Omnitrophota;c__Koll11;o__JABMRG01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.57	11	0.739640341929261	N/A
sak_2013_06_06_60m_metaG_bin.20	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA6807;g__UBA3084;s__	N/A	N/A	N/A	N/A	N/A	GCA_002367335.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA6807;g__UBA3084;s__UBA3084 sp002367335	81.16	0.45	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA6807;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.09	11	0.8772341595843702	N/A
sak_2013_06_06_60m_metaG_bin.21	d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003565945.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__PXAH01;s__PXAH01 sp003565945	74.92	0.02	d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	74.83	11	0.811479026478126	N/A
sak_2013_06_06_60m_metaG_bin.25	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__	N/A	N/A	N/A	N/A	N/A	GCA_002299965.1	95.0	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__UBA646 sp002299965	93.23	0.84	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003650285.1, s__UBA646 sp003650285, 95.0, 91.79, 0.87	89.3	11	0.9731643521226845	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_60m_metaG_bin.28	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__34-128;s__	N/A	N/A	N/A	N/A	N/A	GCA_000405345.1	95.0	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__34-128;s__34-128 sp000405345	95.68	0.42	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__34-128;g__34-128;s__	taxonomic classification defined by topology and ANI	N/A	GCA_000405605.1, s__34-128 sp000405605, 95.0, 89.9, 0.37; GCA_003451675.1, s__34-128 sp003451675, 95.0, 85.58, 0.47; GCA_001773955.1, s__34-128 sp001773955, 95.0, 85.43, 0.41; GCA_003527405.1, s__34-128 sp003527405, 95.0, 84.65, 0.37; GCA_002084865.1, s__34-128 sp002084865, 95.0, 84.55, 0.42; GCA_003575245.1, s__34-128 sp003575245, 95.0, 84.19, 0.35; GCA_002849045.2, s__34-128 sp002849045, 95.0, 84.06, 0.38; GCA_011056645.1, s__34-128 sp011056645, 95.0, 81.52, 0.42	61.43	11	0.9981611494806033	N/A
sak_2013_06_06_60m_metaG_bin.5	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__	N/A	N/A	N/A	N/A	N/A	GCA_003644505.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__B134-G9;s__B134-G9 sp003644505	76.99	0.05	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	78.58	11	0.9016897509637928	N/A
sak_2013_06_06_60m_metaG_bin.8	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__CAIMUM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.41	11	0.9436046730296366	N/A
